"","cl_order","rd_combo","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28"
"1","sm","np_pr",0,0.42535053417514,-1.0753922686483,1.07825663115854,1.0753922686483,0.464337386293564,0.171184197004365,0.936441710371274,-0.290210866433477,0.409673245199351,0.993999088547966,1.36557748399784,0.900720865153615,0.481874029211647,0.86475959252988,0.738548945875996,0.602193791596495,0,1.2152872405004,1.17364441447915,0.738548945875996,1.13305764577413,-0.526234811584218,2.0464687117164,1.17873791697861,1.09815997695581,-0.109489780290272,0.177393718796725
"2","sm","pr_null",0,0.42535053417514,0.256045778249595,1.07825663115854,0.409673245199351,-0.290210866433477,1.28388147753274,0.936441710371274,-0.290210866433477,1.29729860979795,0.233882138481874,0.477952119399243,0.900720865153615,-0.214166235205176,0.86475959252988,1.47709789175199,-0.109489780290272,0.654653670707977,-0.101273936708366,1.17364441447915,0.738548945875996,1.13305764577413,0.993999088547966,-0.233882138481874,0.277350098112614,1.09815997695581,0.602193791596495,0.177393718796725
"3","ms","np_null",0.866025403784439,0.42535053417514,1.58748382514749,1.07825663115854,1.0753922686483,0.464337386293564,0.171184197004365,0.936441710371274,1.97343389174765,0.409673245199351,0.233882138481874,1.36557748399784,0.900720865153615,1.17791429362847,0.86475959252988,1.47709789175199,1.31387736348326,-0.654653670707977,1.2152872405004,1.17364441447915,0,1.13305764577413,1.75411603861406,-0.993999088547966,1.17873791697861,1.09815997695581,-0.821173352177038,0.177393718796725
"4","sm","np_null",-0.866025403784439,-0.36458617215012,0.256045778249595,-1.35954096972164,0.409673245199351,-1.04475911916052,0.171184197004365,-1.62645139169748,-0.290210866433477,0.409673245199351,0.993999088547966,0.477952119399243,-0.660528634445985,-0.214166235205176,0.162142423599353,0,-0.821173352177038,0,-0.101273936708366,0.537920356636276,-0.738548945875996,-0.206010481049842,0.233882138481874,-0.233882138481874,-0.624037720753383,-1.01681479347761,-0.109489780290272,-0.591312395989083
"5","ms","np_np",0.866025403784439,-1.15452287847538,-1.0753922686483,-1.35954096972164,-0.256045778249595,-1.79930737188756,-0.941513083524009,0.936441710371274,-1.04475911916052,-0.477952119399243,-2.0464687117164,-1.29729860979795,-1.44115338424578,-0.910206499621999,0.162142423599353,-1.47709789175199,-0.821173352177038,0,-1.41783511391713,0.537920356636276,-1.47709789175199,-1.54507860787381,-1.28635176165031,-0.233882138481874,0.277350098112614,-0.48807110086925,-0.109489780290272,-1.36001851077489
"6","sm","null_pr",-2.59807621135332,-0.36458617215012,0.256045778249595,-0.750091569501593,-0.92176480169854,-1.79930737188756,-0.941513083524009,0.936441710371274,-0.290210866433477,0.409673245199351,0.233882138481874,-1.29729860979795,-1.44115338424578,-0.910206499621999,-0.540474745331175,-1.47709789175199,-1.53285692406381,-1.30930734141595,-0.101273936708366,-0.0978037012065956,0,-0.875544544461828,-1.28635176165031,-0.993999088547966,0.277350098112614,1.09815997695581,-0.109489780290272,0.946099833582532
"7","sm","pr_pr",-0.866025403784439,1.2152872405004,1.58748382514749,1.07825663115854,1.0753922686483,0.464337386293564,-2.05421036405238,0.936441710371274,-0.290210866433477,-0.477952119399243,0.233882138481874,0.477952119399243,0.120096115353815,1.17791429362847,0.162142423599353,0.738548945875996,1.31387736348326,1.30930734141595,1.2152872405004,1.17364441447915,-0.738548945875996,1.13305764577413,0.993999088547966,-0.233882138481874,-0.624037720753383,1.09815997695581,0.602193791596495,0.946099833582532
"8","ms","pr_pr",0.866025403784439,-1.15452287847538,0.256045778249595,-0.140642169281549,1.0753922686483,0.464337386293564,1.28388147753274,-0.345004840663101,0.464337386293564,-1.36557748399784,0.233882138481874,0.477952119399243,0.900720865153615,0.481874029211647,0.162142423599353,0,0.602193791596495,1.30930734141595,-1.41783511391713,-0.733527759049468,1.47709789175199,0.463523582362144,-0.526234811584218,-0.233882138481874,1.17873791697861,-1.01681479347761,1.31387736348326,0.177393718796725
"9","ms","null_pr",0,1.2152872405004,0.92176480169854,-0.750091569501593,-1.58748382514749,1.2188856390206,0.171184197004365,-0.985728116180288,-1.04475911916052,0.409673245199351,-2.0464687117164,-1.29729860979795,-0.660528634445985,-0.910206499621999,-1.94570908319223,0,-0.821173352177038,-1.30930734141595,-0.101273936708366,-1.36925181689234,0.738548945875996,-1.54507860787381,-1.28635176165031,-0.233882138481874,-0.624037720753383,-1.01681479347761,-1.53285692406381,-1.36001851077489
"10","ms","pr_null",0.866025403784439,1.2152872405004,0.256045778249595,1.07825663115854,0.409673245199351,1.2188856390206,1.28388147753274,0.295718434854087,1.97343389174765,0.409673245199351,0.993999088547966,0.477952119399243,0.900720865153615,1.17791429362847,0.86475959252988,0.738548945875996,0.602193791596495,0.654653670707977,1.2152872405004,-0.733527759049468,1.47709789175199,-0.206010481049842,0.233882138481874,2.0464687117164,1.17873791697861,-0.48807110086925,1.31387736348326,1.71480594836834
